strain 	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
Japan31/2020	ncov	?	LC547521	2020-03-09	Asia	Japan	Ishikawa		Asia	Japan	Ishikawa	genome	29766	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547521	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P3-1/2020 RNA, complete genome	2020-05-16
Japan32/2020	ncov	?	LC547522	2020-03-20	Asia	Japan	Ishikawa		Asia	Japan	Ishikawa	genome	28738	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547522	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P3-2/2020 RNA, complete genome	2020-05-16
Japan33/2020	ncov	?	LC547518	2020-03-08	Asia	Japan	Kochi		Asia	Japan	Kochi	genome	29782	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547518	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P1/2020 RNA, complete genome	2020-05-16
Japan34/2020	ncov	?	LC547523	2020-03-11	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29829	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547523	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-1/2020 RNA, complete genome	2020-05-16
Japan35/2020	ncov	?	LC547524	2020-03-12	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29766	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547524	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-2/2020 RNA, complete genome	2020-05-16
Japan36/2020	ncov	?	LC547525	2020-03-12	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29829	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547525	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-3/2020 RNA, complete genome	2020-05-16
Japan37/2020	ncov	?	LC547526	2020-03-17	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29802	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547526	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-4/2020 RNA, complete genome	2020-05-16
Japan38/2020	ncov	?	LC547527	2020-03-18	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29766	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547527	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-5/2020 RNA, complete genome	2020-05-16
Japan39/2020	ncov	?	LC547528	2020-03-20	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29792	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547528	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-6/2020 RNA, complete genome	2020-05-16
Japan40/2020	ncov	?	LC547529	2020-03-20	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29830	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547529	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-7/2020 RNA, complete genome	2020-05-16
Japan41/2020	ncov	?	LC547530	2020-03-19	Asia	Japan	Saitama		Asia	Japan	Saitama	genome	29766	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC547530	Severe acute respiratory syndrome coronavirus 2 hCoV-19/Japan/P4-8/2020 RNA, complete genome	2020-05-16
Japan42/2020	ncov	?	LC549340	2020-03-XX	Asia	Japan	Tokyo		Asia	Japan	Tokyo	genome	29903	Homo sapiens	?	?	?	?	Sekizuka T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/LC549340	Severe acute respiratory syndrome coronavirus 2 TKY3583_2020 RNA, complete genome	2020-06-05
Iran1/2020	ncov	?	MT646036	2020-03-26	Asia	Iran			Asia	Iran	Iran	genome	29736	Homo sapiens	?	?	?	?	Rafigh M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT646036	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/Iran/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), and envelope protein (E) genes, complete cds; membrane glycoprotein (M) gene, partial cds; and ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-22
Iran2/2020	ncov	?	MT459928	2020-03-26	Asia	Iran			Asia	Iran	Iran	genome	29761	Homo sapiens	?	?	?	?	Abbasalipour Bashash M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT459928	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/KHGRC-3-2178/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-13
Iran3/2020	ncov	?	MT447177	2020-03-26	Asia	Iran			Asia	Iran	Iran	genome	29793	Homo sapiens	?	?	?	?	Khosravi M.A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447177	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-2-2162/2020, complete genome	2020-05-08
Iran4/2020	ncov	?	MT320891	2020-03-09	Asia	Iran			Asia	Iran	Iran	genome	29822	Homo sapiens	?	?	?	?	Zeinali S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT320891	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-1.1-IPI-8206/2020, complete genome	2020-04-10
Iran5/2020	ncov	?	MT281530	2020-03-09	Asia	Iran			Asia	Iran	Iran	genome	29822	Homo sapiens	?	?	?	?	Zeinali S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT281530	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/IRN/HGRC-01-IPI-8206/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and nucleocapsid phosphoprotein (N) genes, partial cds; and ORF10 protein (ORF10) gene, complete cds 	2020-04-06
Israel1/2020	ncov	?	MT276597	2020-02-XX	Asia	Israel			Asia	Israel	Israel	genome	29851	Homo sapiens	?	?	?	?	Cohen-Gihon I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT276597	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_JP0320/2020, complete genome	2020-04-03
Israel2/2020	ncov	?	MT276598	2020-03-XX	Asia	Israel			Asia	Israel	Israel	genome	29870	Homo sapiens	?	?	?	?	Cohen-Gihon I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT276598	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_IT0320/2020, complete genome	2020-04-03
Kazakhstan1/2020	ncov	?	MT428551	2020-03-20	Asia	Kazakhstan			Asia	Kazakhstan	Kazakhstan	genome	29900	Homo sapiens	?	?	?	?	Shevtsov A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT428551	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KAZ/NCB-1/2020, complete genome	2020-05-05
Kazakhstan2/2020	ncov	?	MT428552	2020-03-20	Asia	Kazakhstan			Asia	Kazakhstan	Kazakhstan	genome	29903	Homo sapiens	?	?	?	?	Shevtsov A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT428552	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KAZ/NCB-2/2020, complete genome	2020-05-05
Kazakhstan3/2020	ncov	?	MT428553	2020-03-20	Asia	Kazakhstan			Asia	Kazakhstan	Kazakhstan	genome	29903	Homo sapiens	?	?	?	?	Shevtsov A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT428553	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KAZ/NCB-3/2020, complete genome	2020-05-05
Kazakhstan4/2020	ncov	?	MT428554	2020-03-20	Asia	Kazakhstan			Asia	Kazakhstan	Kazakhstan	genome	29903	Homo sapiens	?	?	?	?	Shevtsov A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT428554	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KAZ/NCB-5/2020, complete genome	2020-05-05
Malaysia1/2020	ncov	?	MT372480	2020-03-18	Asia	Malaysia			Asia	Malaysia	Malaysia	genome	29868	Homo sapiens	?	?	?	?	Chan Y.F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT372480	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/188407/2020, complete genome	2020-04-23
Malaysia2/2020	ncov	?	MT372481	2020-03-20	Asia	Malaysia			Asia	Malaysia	Malaysia	genome	29898	Homo sapiens	?	?	?	?	Chan Y.F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT372481	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/189332/2020, complete genome	2020-04-23
Malaysia3/2020	ncov	?	MT372482	2020-03-20	Asia	Malaysia			Asia	Malaysia	Malaysia	genome	29865	Homo sapiens	?	?	?	?	Chan Y.F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT372482	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/190300/2020, complete genome	2020-04-23
Malaysia4/2020	ncov	?	MT372483	2020-03-14	Asia	Malaysia			Asia	Malaysia	Malaysia	genome	29481	Homo sapiens	?	?	?	?	Chan Y.F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT372483	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MYS/186197/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-23
Nepal1/2020	ncov	?	MT072688	2020-01-13	Asia	Nepal			Asia	Nepal	Nepal	genome	29811	Homo sapiens	?	?	?	?	Bastola A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT072688	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NPL/61-TW/2020, complete genome	2020-02-18
Pakistan1/2020	ncov	?	MT240479	2020-03-04	Asia	Pakistan	Gilgit		Asia	Pakistan	Gilgit-Baltistan	genome	29836	Homo sapiens	?	?	?	?	Javed A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT240479	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/Gilgit1/2020, complete genome	2020-03-25
Pakistan2/2020	ncov	?	MT262993	2020-03-12	Asia	Pakistan	Khyber Pakhtunkhwa		Asia	Pakistan	Pakistan	genome	29836	Homo sapiens	?	?	?	?	Zainab T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT262993	Severe acute respiratory syndrome coronavirus 2 isolate SARS-Cov-2/human/PAK/Manga1/2020, complete genome	2020-03-31
Pakistan3/2020	ncov	?	MT500122	2020-03-16	Asia	Pakistan	Karachi		Asia	Pakistan	Sindh	genome	29819	Homo sapiens	?	?	?	?	Shakeel M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT500122	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PAK/KHI1/2020, complete genome	2020-05-21
Turkey1/2020	ncov	?	MT675956	2020-03-27	Asia	Turkey			Asia	Turkey	Turkey	genome	29851	Homo sapiens	?	?	?	?	Can F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT675956	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/KOC-IST-B303/2020, complete genome	2020-06-29
Turkey2/2020	ncov	?	MT675958	2020-04-08	Asia	Turkey			Asia	Turkey	Turkey	genome	29837	Homo sapiens	?	?	?	?	Can F. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT675958	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/KOC-IST-B91/2020, complete genome	2020-06-29
Turkey3/2020	ncov	?	MT605818	2020-04-16	Asia	Turkey			Asia	Turkey	Turkey	genome	29845	Homo sapiens	?	?	?	?	Pence S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT605818	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/IMU-SP-03/2020, complete genome	2020-06-15
Turkey4/2020	ncov	?	MT560525	2020-04-16	Asia	Turkey			Asia	Turkey	Turkey	genome	29849	Homo sapiens	?	?	?	?	Pence S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT560525	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/IMU-SP-02/2020, complete genome	2020-06-04
Turkey5/2020	ncov	?	MT560530	2020-04-15	Asia	Turkey			Asia	Turkey	Turkey	genome	29862	Homo sapiens	?	?	?	?	Pence S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT560530	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/IMU-SP-01/2020, complete genome	2020-06-04
Turkey6/2020	ncov	?	MT560531	2020-04-16	Asia	Turkey			Asia	Turkey	Turkey	genome	29859	Homo sapiens	?	?	?	?	Pence S. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT560531	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/IMU-SP-04/2020, complete genome	2020-06-04
Turkey7/2020	ncov	?	MT327745	2020-03-17	Asia	Turkey			Asia	Turkey	Turkey	genome	29832	Homo sapiens	?	?	?	?	Pavel S.T.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT327745	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUR/ERAGEM-001/2020, complete genome	2020-04-13
Vietnam1/2020	ncov	?	MT192772	2020-01-22	Asia	Viet Nam	Ho Chi Minh City		Asia	Viet Nam	Ho Chi Minh City	genome	29891	Homo sapiens	?	?	?	?	Cao T.M. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT192772	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-01S/2020, complete genome	2020-03-16
Vietnam2/2020	ncov	?	MT192773	2020-01-22	Asia	Viet Nam	Ho Chi Minh City		Asia	Viet Nam	Ho Chi Minh City	genome	29890	Homo sapiens	?	?	?	?	Nguyen H.T. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT192773	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/VNM/nCoV-19-02S/2020, complete genome	2020-03-16
Saudi Arabia1/2020	ncov	?	MT630421	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630421	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/4637/2020, complete genome	2020-06-17
Saudi Arabia2/2020	ncov	?	MT630422	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630422	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/42952/2020, complete genome	2020-06-17
Saudi Arabia3/2020	ncov	?	MT630423	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630423	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85613/2020, complete genome	2020-06-17
Saudi Arabia4/2020	ncov	?	MT630424	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630424	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85715/2020, complete genome	2020-06-17
Saudi Arabia5/2020	ncov	?	MT630425	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630425	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85790/2020, complete genome	2020-06-17
Saudi Arabia6/2020	ncov	?	MT630426	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630426	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85791/2020, complete genome	2020-06-17
Saudi Arabia7/2020	ncov	?	MT630427	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630427	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/86267/2020, complete genome	2020-06-17
Saudi Arabia8/2020	ncov	?	MT630428	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630428	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/86327/2020, complete genome	2020-06-17
Saudi Arabia9/2020	ncov	?	MT630429	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29879	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630429	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/86650/2020, complete genome	2020-06-17
Saudi Arabia10/2020	ncov	?	MT630430	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630430	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/832279/2020, complete genome	2020-06-17
Saudi Arabia11/2020	ncov	?	MT630431	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630431	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85790C/2020, complete genome	2020-06-17
Saudi Arabia12/2020	ncov	?	MT630432	2020-03-15	Asia	Saudi Arabia	Jeddah		Asia	Saudi Arabia	Jeddah	genome	29814	Homo sapiens	?	?	?	?	Azhar E.I. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT630432	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SAU/85791C/2020, complete genome	2020-06-17
Korea1/2020	ncov	?	MT678839	2020-03-11	Asia	South Korea			Asia	South Korea	South Korea	genome	29874	Homo sapiens	?	?	?	?	Seo S.	https://www.ncbi.nlm.nih.gov/nuccore/MT678839	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/CNUHV03/2020, complete genome	2020-06-30
Korea2/2020	ncov	?	MT304474	2020-02-27	Asia	South Korea			Asia	South Korea	South Korea	genome	29882	Homo sapiens	?	?	?	?	Queen K. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT304474	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2604/2020, complete genome	2020-04-07
Korea3/2020	ncov	?	MT304475	2020-02-29	Asia	South Korea			Asia	South Korea	South Korea	genome	29882	Homo sapiens	?	?	?	?	Queen K. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT304475	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2718/2020, complete genome	2020-04-07
Korea4/2020	ncov	?	MT304476	2020-02-29	Asia	South Korea			Asia	South Korea	South Korea	genome	29882	Homo sapiens	?	?	?	?	Queen K. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT304476	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KOR/BA-ACH_2719/2020, complete genome	2020-04-07
Korea5/2020	ncov	?	MT039890	2020-01-XX	Asia	South Korea			Asia	South Korea	South Korea	genome	29903	Homo sapiens	?	?	?	?	Park W.B. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT039890	Severe acute respiratory syndrome coronavirus 2 isolate SNU01, complete genome	2020-02-11
Sri Lanka1/2020	ncov	?	MT371047	2020-03-16	Asia	Sri Lanka			Asia	Sri Lanka	Sri Lanka	genome	29903	Homo sapiens	?	?	?	?	Jeewandara C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT371047	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV38/2020, complete genome	2020-04-23
Sri Lanka2/2020	ncov	?	MT371048	2020-03-10	Asia	Sri Lanka			Asia	Sri Lanka	Sri Lanka	genome	29903	Homo sapiens	?	?	?	?	Jeewandara C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT371048	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV53/2020, complete genome	2020-04-23
Sri Lanka3/2020	ncov	?	MT371049	2020-03-19	Asia	Sri Lanka			Asia	Sri Lanka	Sri Lanka	genome	29903	Homo sapiens	?	?	?	?	Jeewandara C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT371049	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV91/2020, complete genome	2020-04-23
Sri Lanka4/2020	ncov	?	MT371050	2020-03-31	Asia	Sri Lanka			Asia	Sri Lanka	Sri Lanka	genome	29903	Homo sapiens	?	?	?	?	Jeewandara C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT371050	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/LKA/COV486/2020, complete genome	2020-04-23
Taiwan1/2020	ncov	?	MT590598	2020-03-17	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29854	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT590598	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-28/2020, complete genome	2020-06-11
Taiwan2/2020	ncov	?	MT590599	2020-04-02	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29901	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT590599	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-29/2020, complete genome	2020-06-11
Taiwan3/2020	ncov	?	MT590600	2020-04-11	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29901	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT590600	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-30/2020, complete genome	2020-06-11
Taiwan4/2020	ncov	?	MT479223	2020-02-29	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29900	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT479223	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-21/2020, complete genome	2020-06-10
Taiwan5/2020	ncov	?	MT479224	2020-03-18	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29857	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT479224	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-22/2020, complete genome	2020-06-10
Taiwan6/2020	ncov	?	MT479225	2020-03-21	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29902	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT479225	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-23/2020, complete genome	2020-06-10
